,time,lat,lon,depth,xx,yy
233,2018-11-08T04:31:37.441100Z,53.788119,-2.96376,2.105469,336602.187386,432853.35916
234,2018-11-08T04:43:10.395400Z,53.788196,-2.961033,1.907813,336781.961139,432859.490116
235,2018-11-08T06:06:28.075900Z,53.792261,-2.963238,2.002344,336642.83044,433313.71113
236,2018-11-09T10:29:19.793000Z,53.79648,-2.958431,1.667188,336965.827686,433778.810708
237,2018-11-09T11:50:08.314100Z,53.788503,-2.959994,1.770312,336850.873396,432892.719248
238,2018-11-09T15:12:31.613800Z,53.788119,-2.957008,1.692969,337047.016693,432847.341053
239,2018-11-09T15:12:31.889800Z,53.787889,-2.962592,2.010938,336678.789528,432826.726415
240,2018-11-11T23:45:03.737100Z,53.788311,-2.962007,1.972266,336717.966442,432873.153613
241,2018-11-11T23:45:03.758400Z,53.787813,-2.964799,1.727344,336533.27423,432820.244932
242,2018-11-12T05:36:16.764200Z,53.795253,-2.95064,1.804688,337477.177361,433635.399129
243,2018-11-14T12:38:01.324800Z,53.783671,-2.970254,1.675781,336167.592049,432364.325063
244,2018-11-14T15:04:56.484500Z,53.788733,-2.959605,1.744531,336876.846829,432917.961423
245,2018-11-15T19:32:31.387400Z,53.787736,-2.964409,1.684375,336558.851659,432811.329153
246,2018-11-17T22:21:53.675500Z,53.78881,-2.952723,1.151562,337330.349203,432920.421087
247,2018-11-18T22:33:37.614700Z,53.785665,-2.970772,1.675781,336136.495689,432586.634029
248,2018-11-21T15:13:29.906800Z,53.785818,-2.9648,1.692969,336530.191773,432598.291999
249,2018-11-22T01:02:10.676800Z,53.791111,-2.947268,0.34375,337693.141314,433171.610026
250,2018-11-22T01:09:04.410600Z,53.788656,-2.945193,0.34375,337826.198229,432896.656116
251,2018-11-22T22:19:01.601200Z,53.78881,-2.960514,1.839063,336817.077681,432927.337987
252,2018-11-22T07:49:12.129600Z,53.787199,-2.962722,2.517969,336669.183848,432750.076551
253,2018-11-24T13:15:31.571900Z,53.78858,-2.959605,1.796094,336876.616723,432900.939387
254,2018-11-24T15:03:05.117800Z,53.786892,-2.968435,2.363281,336292.331004,432721.040887
255,2018-11-24T02:17:57.268600Z,53.788196,-2.960514,1.667188,336816.153375,432859.02734
256,2018-11-24T02:17:57.431200Z,53.78881,-2.960514,1.839063,336817.077681,432927.337987
257,2018-11-25T00:50:07.315700Z,53.788004,-2.960709,1.791797,336803.01749,432837.840204
258,2018-11-25T06:55:05.171400Z,53.78858,-2.960124,1.847656,336842.424796,432901.401723
259,2018-11-25T06:55:21.102600Z,53.788848,-2.957982,1.619922,336983.943,432929.311579
260,2018-11-26T04:07:15.610100Z,53.788273,-2.9635,2.053906,336619.549021,432870.259921
261,2018-11-26T04:17:24.472600Z,53.788273,-2.961683,2.053906,336739.25455,432868.636696
262,2018-11-27T14:19:32.789100Z,53.795253,-2.942329,2.217188,338024.623084,433628.099239
263,2018-11-28T13:00:39.582400Z,53.788771,-2.957722,1.619922,337000.95622,432920.513805
264,2018-11-28T03:03:57.760700Z,53.791111,-2.947268,0.34375,337693.141314,433171.610026
265,2018-12-02T20:43:06.164600Z,53.795867,-2.95947,2.423438,336896.46892,433711.535826
266,2018-12-02T07:02:48.782900Z,53.785742,-2.963632,1.632812,336607.030327,432588.791389
267,2018-12-02T08:55:53.435600Z,53.787429,-2.970122,2.54375,336182.002865,432782.302404
268,2018-12-02T08:55:53.540200Z,53.783517,-2.957272,1.727344,337022.719913,432335.579559
269,2018-12-03T22:35:29.501700Z,53.787429,-2.986741,1.85625,335087.108362,432797.393466
270,2018-12-03T03:48:16.467800Z,53.78858,-2.960384,1.796094,336825.295893,432901.63343
271,2018-12-04T15:23:57.036800Z,53.792185,-2.945449,2.251563,337814.56218,433289.500686
272,2018-12-08T12:00:09.018000Z,53.788119,-2.961423,1.933594,336756.151528,432851.271388
273,2018-12-08T12:40:38.232300Z,53.787467,-2.961358,1.817578,336759.451437,432778.675065
274,2018-12-08T13:06:30.465900Z,53.789654,-2.958565,1.933594,336946.745858,433019.501722
275,2018-12-08T13:13:50.170800Z,53.781446,-2.961038,1.839063,336771.465331,432108.522972
276,2018-12-08T18:04:22.393800Z,53.788119,-2.960904,1.882031,336790.343826,432850.808424
277,2018-12-08T18:04:24.096900Z,53.794486,-2.94259,2.234375,338006.297822,433542.994608
278,2018-12-09T13:29:12.988400Z,53.7951,-2.966483,1.821875,336433.367989,433632.470167
279,2018-12-09T13:53:16.575000Z,53.78996,-2.966096,1.538281,336451.076693,433060.271704
280,2018-12-10T11:07:10.673700Z,53.785358,-2.959088,1.985156,336905.833838,432542.015115
281,2018-12-10T11:10:46.256800Z,53.78881,-2.952723,1.117188,337330.349203,432920.421087
282,2018-12-10T11:22:38.417600Z,53.78835,-2.944674,1.753125,337859.937087,432862.156856
283,2018-12-10T12:12:54.422900Z,53.784821,-2.96519,1.770312,336502.98863,432487.720031
284,2018-12-10T13:50:36.203900Z,53.788426,-2.961682,1.950781,336739.551034,432885.657836
285,2018-12-11T09:26:49.687300Z,53.778531,-2.958184,1.684375,336955.142825,431781.672738
286,2018-12-11T09:38:49.609800Z,53.786202,-2.986741,1.71875,335085.210869,432660.883786
287,2018-12-11T09:42:54.966500Z,53.788426,-2.962461,2.071094,336688.230026,432886.353381
288,2018-12-11T09:45:28.387000Z,53.78858,-2.959865,1.778906,336859.487819,432901.170969
